wp_id,x,y,z,yaw,velocity,change_flag
138,118.83677673,100.14811707,0.87257636,2.08707590822807,24,0
139,118.28488159,101.09099579,0.78295827,2.10035917324411,24,0
140,117.56260681,102.26959229,0.66901797,2.12059349402954,24,0
141,116.8210907,103.43605042,0.54104465,2.13705224146757,24,0
142,116.06306458,104.59805298,0.41066796,2.14881802189462,24,0
143,115.28247833,105.74494171,0.28902173,2.16839136650468,24,0
144,114.62580872,106.65797424,0.18265176,2.19430430278374,24,0
145,113.79699707,107.78414917,0.04533803,2.20524647818791,24,0
146,112.940979,108.89840698,-0.08971691,2.22586956827201,24,0
147,112.06246185,109.99661255,-0.2236917,2.24551100278118,24,0
148,111.35435486,110.8516922,-0.33616078,2.26244889368153,24,0
149,110.4653244,111.88684082,-0.481933,2.28040203274994,24,0
150,109.5557785,112.90122986,-0.61748505,2.30175421713558,24,0
151,108.62554169,113.91220093,-0.75595176,2.31462874120401,24,0
152,107.67199707,114.90190125,-0.89102435,2.33759079900075,24,0
153,106.70718384,115.86859131,-1.0262363,2.3552227965799,24,0
154,105.72197723,116.81427765,-1.1620574,2.37665898713599,24,0
155,104.55031586,117.89666748,-1.32374859,2.3957787322183,24,0
156,103.57592773,118.74747467,-1.45453572,2.42379964317385,24,0
157,102.80216217,119.41384125,-1.56637788,2.43063247909829,24,0
158,101.81908417,120.21491241,-1.69491696,2.45785605169428,24,0
159,100.81613922,121.01195526,-1.82190883,2.47009025744063,24,0
160,100.00128937,121.62834167,-1.92421281,2.49398158476665,24,0
161,98.98962402,122.38565826,-2.05791664,2.49899834033676,24,0
162,97.97727203,123.10944366,-2.18065357,2.52090060089253,24,0
163,96.20226288,124.31411743,-2.40751553,2.54531510226526,24,0
164,94.48731232,125.40197754,-2.60363364,2.57630578644261,8,0
165,93.02471161,126.27519989,-2.77747679,2.60335689084511,8,0
166,92.14031982,126.78986359,-2.8809402,2.61455779457909,8,0
167,90.63172913,127.63274384,-3.05787015,2.63207905259111,8,0
168,89.3657608,128.30297852,-3.2123611,2.6546834561021,8,0
169,88.02156067,128.97953796,-3.36524582,2.67529457328759,8,0
170,86.7779541,129.58406067,-3.51140308,2.68912313747775,8,0
171,85.75028229,130.0599823,-3.6339817,2.70789286579954,8,0
172,84.66931915,130.56283569,-3.76952648,2.70617865926315,8,0
173,83.65709686,131.07279968,-3.89557862,2.67490462468707,8,0
174,82.64530182,131.61872864,-4.03396082,2.64679641958932,8,0
175,81.40608978,132.39613342,-4.21342468,2.5813138593612,8,0
176,80.34217072,133.25495911,-4.39275932,2.46245965991266,8,0
177,79.44295502,134.16275024,-4.56621981,2.35144887137005,8,0
178,78.83155823,135.06628418,-4.71280336,2.16569426055696,8,0
179,78.35868073,136.0920105,-4.85561657,2.00277431350621,8,0
180,78.0526123,137.16073608,-4.99158859,1.84971722825824,8,0
181,77.92991638,138.37008667,-5.13169003,1.67190639275193,8,0
182,77.96585846,139.71482849,-5.26177597,1.54407482205826,8,0
183,78.14653015,140.94207764,-5.37850189,1.42462944238169,8,0
184,78.39345551,142.04811096,-5.48487282,1.3511452361287,8,0
185,78.804039,143.35464478,-5.58529711,1.26631429953971,8,0
186,79.28215027,144.72010803,-5.7061739,1.23399159338561,8,0
187,79.76591492,145.95542908,-5.79445362,1.19754316431887,8,0
188,80.33125305,147.26823425,-5.88849592,1.16416358982303,8,0
189,80.82064056,148.45420837,-5.98029804,1.17943596045018,8,0
190,81.43351746,149.82794189,-6.08166265,1.15115735992724,8,0
191,81.90834808,150.89483643,-6.15369034,1.15205923936417,8,0
192,82.32805634,151.84315491,-6.22048283,1.15412868755836,8,0
193,82.81406403,152.90393066,-6.28496075,1.14117521737704,8,0
194,83.45835114,154.31893921,-6.36284828,1.14352393231698,8,0
195,84.08660889,155.6730957,-6.43521976,1.13640424384074,8,0
196,84.69686127,156.95471191,-6.48833275,1.12640322871468,8,0
197,85.21674347,158.02449036,-6.52943373,1.11843409590075,8,0
198,85.68965149,158.97602844,-6.554142,1.10955699516644,8,0
199,86.16499329,159.89425659,-6.59466124,1.09311058964448,8,0
200,86.79265594,161.07778931,-6.61841345,1.08318032085825,8,0
201,87.48373413,162.29692078,-6.63042164,1.05510016752664,8,0
202,88.21087646,163.51365662,-6.65081978,1.03213068845949,8,0
203,88.80039978,164.40699768,-6.6566577,0.987487089227965,8,0
204,89.67324829,165.52938843,-6.64520121,0.909820928536611,8,0
205,90.66304779,166.56677246,-6.61326694,0.80886707611117,8,0
206,91.88285065,167.46232605,-6.5622735,0.6332985122677,8,0
207,92.78401947,167.95794678,-6.51397133,0.502824364659592,8,0
208,94.23421478,168.4515686,-6.42701864,0.328081773407932,8,0
209,95.59734344,168.64822388,-6.33845997,0.143279014267434,8,0
210,96.81815338,168.62004089,-6.2503438,-0.023081385616425,8,0
211,98.06536102,168.39498901,-6.16546917,-0.178523548974903,8,0
212,99.33679199,167.94313049,-6.07616472,-0.341471767395737,8,0
213,100.49868011,167.3573761,-5.9900322,-0.466954199018493,8,0
214,101.70254517,166.58081055,-5.90079021,-0.572894826529988,8,0
215,102.68742371,165.87585449,-5.83425617,-0.621238043979251,8,0
216,103.58306122,165.19848633,-5.76990986,-0.647519163423403,8,0
217,104.49120331,164.4828186,-5.70028114,-0.667416081134624,8,0
218,105.43836975,163.74162292,-5.62842369,-0.664003594214126,8,0
219,106.54212189,162.88517761,-5.54049301,-0.659897000718633,24,0
220,107.66242218,161.98861694,-5.44755983,-0.674915325615297,24,0
221,108.79808807,161.04995728,-5.35391283,-0.690708550316189,24,0
222,109.84541321,160.18423462,-5.26281691,-0.690753422432664,24,0
223,111.0380249,159.19590759,-5.1611166,-0.692002444816598,24,0
224,112.39628601,158.0765686,-5.04370403,-0.689262543242668,24,0
225,113.80692291,156.91828918,-4.91925621,-0.687477344982315,24,0
226,115.28105927,155.71531677,-4.76883221,-0.684452593892153,24,0
227,116.12460327,155.03016663,-4.68531656,-0.682152753038265,24,0
228,116.99813843,154.31781006,-4.60833883,-0.684113156820301,24,0
229,117.8908844,153.56808472,-4.51356459,-0.698540762006995,24,0
230,118.80551147,152.80201721,-4.43081236,-0.697235530111428,24,0
231,119.75222015,152.03338623,-4.3411293,-0.681953892749164,24,0
232,120.89192963,151.09783936,-4.24141788,-0.68733425684585,24,0
233,121.90929413,150.26626587,-4.15730953,-0.685249081069626,24,0
234,122.96639252,149.43325806,-4.05978012,-0.667389251114905,24,0
235,124.23215485,148.4337616,-3.94210935,-0.668391816172788,24,0
236,125.54304504,147.40852356,-3.82821035,-0.663726266179514,24,0
237,126.69973755,146.51083374,-3.71280074,-0.65998655458007,24,0
238,128.09220886,145.45252991,-3.57572985,-0.649882118479437,24,0
239,129.31867981,144.5304718,-3.4598546,-0.644650681172116,24,0
240,130.77215576,143.4307251,-3.31924105,-0.64773221940943,24,0
241,132.03997803,142.46629333,-3.19773912,-0.650313696608242,24,0
242,133.54916382,141.32237244,-3.05171204,-0.648583830020034,24,0
243,134.86250305,140.31729126,-2.92642403,-0.653213091546572,24,0
244,136.19541931,139.27909851,-2.80287266,-0.661734676716607,24,0
245,137.525177,138.23529053,-2.67976713,-0.665503338044936,24,0
246,138.63117981,137.33343506,-2.56979775,-0.684072185241017,24,0
247,139.9677124,136.2396698,-2.43849897,-0.685836435748089,24,0
248,141.30096436,135.11456299,-2.31442165,-0.700931281520103,24,0
249,142.62640381,133.96025085,-2.17318106,-0.716497541403038,24,0
250,143.93934631,132.7668457,-2.03281999,-0.737740434751632,24,0
251,145.23214722,131.55523682,-1.88959825,-0.752989887761729,24,0
252,146.73323059,130.08740234,-1.72366083,-0.774199638619243,24,0
253,147.99108887,128.77328491,-1.57345331,-0.807268579835675,24,0
254,149.21052551,127.43737793,-1.43009996,-0.830945770156632,24,0
255,150.41625977,126.07183838,-1.29962897,-0.847468568925421,24,0
256,151.57975769,124.65992737,-1.16746378,-0.881556474702739,24,0
257,152.70266724,123.20043945,-1.02636981,-0.915003193526085,24,0
258,153.93130493,121.45153046,-0.87442303,-0.95838332978337,24,0
259,154.92520142,119.88616943,-0.74644017,-1.0050873590929,24,0
260,155.84475708,118.28458405,-0.60864115,-1.04959853681559,24,0
261,156.69578552,116.64504242,-0.48396504,-1.0920134185916,24,0
262,157.46170044,114.97202301,-0.36254907,-1.1414716044999,24,0
263,158.06199646,113.55523682,-0.27303338,-1.17002508531066,24,0
264,158.68400574,111.81071472,-0.1620934,-1.22829831495224,24,0
265,159.22654724,110.04027557,-0.06549561,-1.27343760128106,24,0
266,159.67469788,108.22395325,0.02204263,-1.32889277483489,24,0
267,160.04016113,106.3697052,0.11008251,-1.37619547053678,24,0
268,160.26759338,104.80828094,0.17331541,-1.42615657159828,24,0
269,160.46574402,102.89885712,0.24794006,-1.46739136952708,24,0
270,160.5884552,100.96357727,0.31640005,-1.50747363891706,24,0
271,160.6401825,99.02617645,0.38041508,-1.54410334030441,24,0
272,160.61767578,97.07148743,0.44272941,-1.582310038297,24,0
273,160.53639221,95.11508942,0.50574869,-1.61232000827479,24,0
274,160.40840149,93.13619232,0.56272662,-1.63538416997808,24,0
275,160.16944885,90.83335876,0.61731958,-1.67419091579964,24,0
276,159.90640259,88.86112976,0.65704817,-1.70338890589972,24,0
277,159.58363342,86.8829422,0.69098532,-1.73253516673296,24,0
278,159.20944214,84.92455292,0.72690427,-1.75959169578235,24,0
279,158.79562378,82.95497894,0.74890572,-1.777889579435,24,0
280,158.33792114,81.00618744,0.77089989,-1.8014802145003,24,0
281,157.84873962,79.0615921,0.7823683,-1.8172422580237,24,0
282,157.43652344,77.43670654,0.78562069,-1.81924430443441,24,0
283,156.83462524,75.16524506,0.78004551,-1.8298259763417,24,0
284,156.3006897,73.23055267,0.77401674,-1.84007299159049,24,0
285,155.74888611,71.29953766,0.76866668,-1.84913668901538,24,0
286,155.07846069,69.04941559,0.75634468,-1.86037196017841,24,0
287,154.38922119,66.81536865,0.72985005,-1.87004765021607,24,0
288,153.77772522,64.90387726,0.70785701,-1.88041324373117,24,0
289,153.00726318,62.67568207,0.68288815,-1.90370542524601,24,0
290,152.30601501,60.79069519,0.65386534,-1.92694967160483,24,0
291,151.57885742,58.89956665,0.62747049,-1.93787824042163,24,0
292,150.54725647,56.38113403,0.58123046,-1.95956839713079,24,0
293,149.75309753,54.50127411,0.54450828,-1.97051058965294,24,0
294,148.78663635,52.30117798,0.51005298,-1.98470094887849,24,0
295,147.78404236,50.14176178,0.46386623,-2.00546955048695,24,0
296,146.89974976,48.29001617,0.43973666,-2.0163194323178,24,0
297,145.98583984,46.44570923,0.41238642,-2.03086176431852,24,0
298,144.90922546,44.2937851,0.39092463,-2.0346864112224,24,0
299,143.96856689,42.46620941,0.36005396,-2.04613697820946,24,0
300,142.99850464,40.66788483,0.32583451,-2.06548473550101,24,0
301,141.98506165,38.87335205,0.30159336,-2.08488514716366,24,0
302,140.92037964,37.1102066,0.27292782,-2.11404465726781,24,0
303,139.63856506,35.09615326,0.2366876,-2.13757652852101,24,0
304,138.4775238,33.42014313,0.20628369,-2.17663397865398,24,0
305,137.49414063,32.02720642,0.19835174,-2.18552335246405,24,0
306,136.25790405,30.41178322,0.17091525,-2.22399947279482,24,0
307,135.2171936,29.07971001,0.15307611,-2.23401249106195,24,0
308,133.91616821,27.52915192,0.13727045,-2.26891011427122,24,0
309,132.56950378,26.03588676,0.11428994,-2.30461901450908,24,0
310,131.39906311,24.82993889,0.09129202,-2.34125393758938,24,0
311,129.9630127,23.42923927,0.07349515,-2.3686555670827,24,0
312,128.74671936,22.29179955,0.04688102,-2.38968347868432,24,0
313,127.2609787,20.96047783,0.02800018,-2.41095527786442,24,0
314,125.9972229,19.89916992,0.01561695,-2.44304741487443,24,0
315,124.71659088,18.85397339,0.00589538,-2.45707735374838,24,0
316,123.16803741,17.62327957,-0.0232079,-2.47006867890059,24,0
317,121.85176849,16.63637733,-0.03706414,-2.49823716012321,24,0
318,120.53600311,15.65530872,-0.05636281,-2.50089691764431,24,0
319,119.21619415,14.68140697,-0.07738972,-2.50587340678522,24,0
320,117.61091614,13.53644466,-0.09713835,-2.52203023544672,24,0
321,116.01083374,12.40871429,-0.12393993,-2.52765568941355,24,0
322,114.66163635,11.46738434,-0.14040029,-2.53241450884572,24,0
323,113.06847382,10.3423996,-0.16992158,-2.52676238720313,24,0
324,111.72562408,9.40405464,-0.19329423,-2.53169174539713,24,0
325,110.11898041,8.27922058,-0.22235757,-2.53079004388272,24,0
326,108.78570557,7.33364582,-0.26321894,-2.52471073622456,24,0
327,107.1738739,6.21885681,-0.30643564,-2.53650714831053,24,0
328,105.84300995,5.29478598,-0.34782106,-2.53467608749763,24,0
329,104.23474884,4.17742014,-0.41204166,-2.53438779096566,24,0
330,102.88283539,3.25092697,-0.44885176,-2.5407872110467,24,0
331,101.53466034,2.31435847,-0.50614893,-2.53443695619337,24,0
332,99.91162872,1.1934011,-0.57988739,-2.53716504542003,24,0
333,98.55142212,0.25909108,-0.64162636,-2.53972078753676,24,0
334,97.18313599,-0.67533499,-0.71222121,-2.54242392853496,24,0
335,95.52885437,-1.79173398,-0.79955405,-2.54794311911535,24,0
336,94.14248657,-2.73920178,-0.88631082,-2.54208290167983,24,0
337,92.46950531,-3.8765676,-0.9984321,-2.54452286185821,24,0
338,91.07008362,-4.83661318,-1.10543919,-2.54030403438131,24,0
339,89.37299347,-5.99966145,-1.24584174,-2.54078775485004,24,0
340,87.9479599,-6.97387409,-1.37322545,-2.54192986075745,24,0
341,86.23396301,-8.16255665,-1.54359901,-2.53523230834938,24,0
342,84.80950928,-9.1828146,-1.6959964,-2.52004696370511,24,0
343,83.08195496,-10.42031002,-1.89090741,-2.51999219155569,24,0
344,81.35418701,-11.70002079,-2.09110689,-2.50408770978071,24,0
345,79.91049957,-12.78929996,-2.28189349,-2.49521025793441,24,0
346,78.15354919,-14.11935806,-2.50369978,-2.49360969348679,24,0
347,76.69800568,-15.26756287,-2.69881797,-2.47368785764227,24,0
348,74.93945313,-16.68193436,-2.93439269,-2.46424641608186,24,0
349,73.18193054,-18.14190483,-3.16639495,-2.44841168343923,24,0
350,71.43050385,-19.64717293,-3.39309788,-2.43163644151478,24,0
351,69.69655609,-21.19294739,-3.62127733,-2.4135064251542,24,0
352,68.2747879,-22.47777939,-3.80001783,-2.40674481946327,24,0
353,66.85413361,-23.80797768,-3.97552085,-2.38906554220423,24,0
354,65.19850922,-25.45792007,-4.17377996,-2.35791340703233,24,0
355,63.8463707,-26.8827877,-4.32309151,-2.33001072086141,24,0
356,62.54535675,-28.3432579,-4.47677088,-2.29851558537663,24,0
357,61.28170776,-29.86447716,-4.6142168,-2.26396765822607,24,0
358,59.82033539,-31.73254585,-4.76611423,-2.23464511912845,24,0
359,58.89652634,-33.02223969,-4.85353565,-2.19237901932137,24,0
360,57.78992081,-34.68179321,-4.95731354,-2.15889759033463,24,0
361,56.74763107,-36.37785339,-5.06574774,-2.12183542898364,24,0
362,55.7769928,-38.11915588,-5.15634441,-2.07931904960671,24,0
363,54.8678627,-39.89781952,-5.21538353,-2.04330902043249,24,0
364,54.02467346,-41.69584656,-5.28949213,-2.00929887837539,24,0
365,53.38917542,-43.14437866,-5.31686354,-1.98422917310836,24,0
366,52.65303421,-44.98781586,-5.32502556,-1.95072565469649,24,0
367,52.1065712,-46.477211,-5.33890867,-1.92244911343663,24,0
368,51.61466217,-47.97168732,-5.35683823,-1.88877846560142,24,0
369,51.17514038,-49.46163177,-5.3501668,-1.85765237653656,24,0
370,50.67166519,-51.33246613,-5.32106209,-1.83368590228387,24,0
371,50.30139542,-52.846138,-5.29486609,-1.8107021919002,24,0
372,50.04705811,-53.9718399,-5.26660585,-1.79300210183894,24,0
373,49.7367363,-55.48396301,-5.2300868,-1.77320852023631,24,0
374,49.44702148,-56.99165344,-5.17331934,-1.76064028401726,24,0
375,49.12752533,-58.90123749,-5.0885601,-1.73657274036869,24,0
376,48.89608002,-60.43520355,-5.05205679,-1.72054712442314,24,0
377,48.69076157,-61.94596863,-5.02190447,-1.70587239882516,24,0
378,48.47275162,-63.8260498,-4.96814728,-1.68623848267375,24,0
379,48.32209778,-65.3316803,-4.89007998,-1.67052468221604,24,0
380,48.17538071,-67.23694611,-4.78525782,-1.64765074207638,24,0
381,48.0830574,-68.76424408,-4.71018124,-1.63117164726342,24,0
382,47.99495316,-70.69335175,-4.65080833,-1.61643559351189,24,0
383,47.95571899,-72.21805573,-4.6042738,-1.5965229690077,24,0
384,47.95522308,-74.11386108,-4.52082825,-1.5710579095511,24,0
385,47.95384216,-76.02757263,-4.4167676,-1.57151791922105,24,0
386,47.9889679,-77.56814575,-4.33605289,-1.54799983981189,24,0
387,48.04489517,-79.48170471,-4.24737215,-1.5415778105006,24,0
388,48.09332275,-80.9994812,-4.16022015,-1.53890022323742,24,0
389,48.14052582,-82.90412903,-4.04419613,-1.54601830287594,24,0
390,48.18725967,-84.42480469,-3.95727921,-1.54007370355925,24,0
391,48.24056244,-86.3234024,-3.8346386,-1.54272888943645,24,0
392,48.2838707,-87.83827209,-3.74979258,-1.54221534243766,24,0
393,48.33306885,-89.73636627,-3.62942433,-1.54488236673286,24,0
394,48.37665176,-91.25154877,-3.54396915,-1.54204012339662,24,0
395,48.43056488,-93.14039612,-3.43831396,-1.5422612065636,24,0
396,48.46894836,-94.64235687,-3.35765243,-1.54524630669876,24,0
397,48.51114273,-96.5171051,-3.23464298,-1.54829343976336,24,0
398,48.52380753,-98.39217377,-3.11427689,-1.56404211687428,24,0
399,48.53086472,-99.89221954,-3.01460767,-1.56609171172613,24,0
400,48.52786255,-101.75959015,-2.90038991,-1.57240402448348,24,0
401,48.52251053,-103.25467682,-2.81641412,-1.57437605046334,24,0
402,48.51025772,-105.11349487,-2.70716691,-1.57738795233882,24,0
403,48.47413254,-106.60811615,-2.61906505,-1.59496174463919,24,0
404,48.44380569,-108.46316528,-2.51877046,-1.58714314379492,24,0
405,48.40472412,-109.94544983,-2.44031215,-1.59715598754688,24,0
406,48.34498978,-111.79750061,-2.3431747,-1.60303822883129,24,0
407,48.26961517,-113.65218353,-2.23874855,-1.61141413453921,24,0
408,48.17313766,-115.49217987,-2.14560604,-1.62318188813953,24,0
409,48.08982849,-116.97369385,-2.0702219,-1.62696962452023,24,0
410,47.9584465,-118.81763458,-1.968696,-1.64192677885361,24,0
411,47.80716324,-120.64931488,-1.88159013,-1.65320190063233,24,0
412,47.67366791,-122.11421967,-1.80438817,-1.66167433070785,24,0
413,47.51786041,-123.57315063,-1.73129952,-1.67718873368283,24,0
414,47.27991486,-125.40003204,-1.64110303,-1.70031407129535,24,0
415,47.01398087,-127.22415924,-1.55456698,-1.71556343366526,24,0
416,46.78902054,-128.66833496,-1.4863466,-1.72532520274042,24,0
417,46.53846359,-130.1096344,-1.41377413,-1.74291722148998,24,0
